50
0,4,33,2
0,38,50,2
1,4,33,2
1,38,50,2
2,47,50,1
2,39,50,1
3,23,40,5
3,12,25,1
3,26,25,1
3,15,50,5
3,44,40,3
3,21,50,1
3,45,50,1
4,0,33,2
4,1,33,2
4,19,33,7
4,8,33,4
4,17,50,3
4,42,33,5
4,5,20,8
4,33,50,1
5,4,20,8
5,38,50,8
6,10,50,1
6,7,50,1
6,15,33,1
6,28,33,1
7,6,50,1
7,10,50,1
7,14,50,1
7,34,50,1
7,35,50,1
7,41,25,1
7,28,50,1
7,15,25,1
8,4,33,4
8,38,50,4
9,25,50,1
9,22,50,1
10,6,50,1
10,7,50,1
10,14,50,1
10,34,50,1
10,35,50,1
10,41,25,1
10,15,25,1
10,28,50,1
11,40,40,1
11,44,50,1
12,3,25,1
12,45,50,1
13,37,50,15
13,27,50,15
14,7,50,1
14,10,50,1
14,15,33,1
14,28,33,1
15,3,50,5
15,6,33,1
15,7,25,1
15,10,25,1
15,14,33,1
15,35,33,1
15,28,50,1
15,46,25,1
16,40,40,1
16,31,50,1
16,44,25,1
17,4,50,3
17,38,33,3
18,47,33,1
18,39,50,1
19,4,33,7
19,38,50,7
20,47,50,1
20,39,50,1
21,3,50,1
21,45,25,1
22,9,50,1
22,39,50,12
22,25,50,1
22,37,50,1
22,29,50,1
22,46,50,5
23,3,40,5
23,33,40,1
23,24,28,1
23,38,28,1
23,48,50,1
24,23,28,1
24,33,50,1
25,9,50,1
25,22,50,1
25,47,50,12
25,29,50,1
25,28,20,5
26,3,25,1
26,45,50,1
27,13,50,15
27,39,50,1
28,6,33,1
28,7,50,1
28,10,50,1
28,14,33,1
28,15,50,1
28,25,20,5
28,40,50,4
28,34,50,1
28,41,50,1
28,35,50,1
28,46,25,1
29,22,50,1
29,25,50,1
30,47,33,1
30,39,50,1
31,16,50,1
31,44,50,1
32,43,50,1
32,34,14,4
33,4,50,1
33,23,40,1
33,24,50,1
33,48,22,1
33,45,50,5
34,7,50,1
34,10,50,1
34,28,50,1
34,32,14,4
35,7,50,1
35,10,50,1
35,15,33,1
35,28,50,1
36,40,50,1
36,43,50,6
36,44,28,1
37,13,50,15
37,22,50,1
38,0,50,2
38,1,50,2
38,5,50,8
38,8,50,4
38,17,33,3
38,19,50,7
38,23,28,1
38,42,50,5
39,2,50,1
39,18,50,1
39,20,50,1
39,22,50,12
39,27,50,1
39,30,50,1
39,47,50,1
40,11,40,1
40,16,40,1
40,28,50,4
40,36,50,1
40,49,28,1
40,44,40,1
41,7,25,1
41,10,25,1
41,28,50,1
41,43,50,4
42,4,33,5
42,38,50,5
43,32,50,1
43,36,50,6
43,41,50,4
44,3,40,3
44,11,50,1
44,16,25,1
44,31,50,1
44,36,28,1
44,40,40,1
44,49,50,1
45,3,50,1
45,12,50,1
45,21,25,1
45,26,50,1
45,33,50,5
45,46,50,5
46,15,25,1
46,22,50,5
46,28,25,1
46,45,50,5
47,2,50,1
47,18,33,1
47,20,50,1
47,25,50,12
47,30,33,1
47,39,50,1
48,23,50,1
48,33,22,1
49,40,28,1
49,44,50,1
